ua	mu
0.0	0.0
10.0	0.0
120.0	0.0
130.0	0.0
150.0	7.52675820668
160.0	9.909285888326002
170.0	12.590936131638
180.0	13.3329179572659
190.0	14.615351529249
200.0	16.6662758896896
210.0	16.666406249999998
220.0	17.6468994
